title,authors,pub_year,journal,keywords,dominant_topic,topic_name,what_this_paper_does
Understanding the factors influencing acceptability of AI in medical imaging domains among healthcare professionals: A scoping review,"David Hua, Neysa Petrina, Noel Young, Jin‐Gun Cho, Simon Poon",2023,Artificial Intelligence in Medicine,"Systematic review, MEDLINE, Health care, Workflow, Underpinning, Knowledge management, Medical education, Inclusion (mineral), Psychology, Medicine, Computer science, Engineering, Political science, Social psychology, Civil engineering, Law, Database",8,Machine Learning in Clinical Data Analysis,"Increasing AI acceptability among medical professionals will critically require designing human-centred AI systems which go beyond high algorithmic performance to consider accessibility to users with varying degrees of AI literacy, clinical workflow practices, the institutional and deployment context, and the cultural, ethical, and safety norms of healthcare professions."
Using artificial intelligence for exercise prescription in personalised health promotion: A critical evaluation of OpenAI’s GPT-4 model,"Ismail Dergaa, Helmi Ben Saad, Abdelfatteh El Omri, Jordan M. Glenn, Cain C. T. Clark, Jad Adrian Washif, Noomen Guelmami, Omar Hammouda, Ramzi Al-Horani, Luis Felipe Reynoso-Sánchez, Mohamed Romdhani, Laisa Liane Paineiras-Domingos, Rodrigo Luiz Vancini, Morteza Taheri, Leonardo José Mataruna-Dos-Santos, Khaled Trabelsi, Hamdi Chtourou, Makram Zghibi, Özgür Eken, Sarya Swed, Mohamed Ben Aissa, Hossam H. Shawki, Hesham R. El‐Seedi, Iñigo Mujika, Stephen Seiler, Piotr Żmijewski, David B. Pyne, Beat Knechtle, Irfan M. Asif, Jonathan A. Drezner, Øyvind Sandbakk, Karim Chamari",2023,Biology of Sport,"Promotion (chess), Artificial intelligence, Medical prescription, Health promotion, Medicine, Gerontology, Political science, Computer science, Public health, Pharmacology, Law, Nursing, Politics",14,Digital Health Interventions in Populations,"The evaluation encompassed adherence to established principles of frequency, intensity, time, and exercise type; integration of perceived exertion levels; consideration for medication intake and the respective medical condition; and the extent of program individualization tailored to each hypothetical profile."
Investigation of the relationship of general and digital health literacy with various health-related outcomes,"Éva Bíró, Ferenc Vincze, Gabriella Nagy-Pénzes, Róza Ádány",2023,Frontiers in Public Health,"Health literacy, Health care, Digital health, Medicine, Literacy, Health Information National Trends Survey, Multinomial logistic regression, Health education, Population, Environmental health, Public health, Psychology, Family medicine, Nursing, Health information, Statistics, Political science, Mathematics, Pedagogy, Law",15,Artificial Intelligence in Healthcare Systems,"Our results suggest that increasing health literacy could promote health and vaccination confidence, while the potential effect of higher digital health literacy on more conscious use of the health care system should be investigated further."
Working With AI to Persuade: Examining a Large Language Model's Ability to Generate Pro-Vaccination Messages,"Elise Karinshak, Xun Liu, Joon Sung Park, Jeffrey T. Hancock",2023,Proceedings of the ACM on Human-Computer Interaction,"Computer science, Transformative learning, Public health, Generative grammar, Health communication, Quality (philosophy), Artificial intelligence, Control (management), Health promotion, Psychology, Public relations, Medicine, Communication, Political science, Epistemology, Philosophy, Pedagogy, Nursing",19,Medical Data Modeling & Predictive Healthcare,We investigate the persuasive quality of AI-generated messages to understand how AI could impact public health messaging.
Blockchain-Enabled IoT for Rural Healthcare: Hybrid-Channel Communication with Digital Twinning,"Steve Kerrison, Jusak Jusak, Tao Huang",2023,Electronics,"Computer science, Encryption, Computer security, Blockchain, Cloud computing, Cryptography, Authentication (law), Health care, Computer network, Economics, Economic growth, Operating system",11,Digital Health Data Analytics & Research Methods,"This paper proposes a solution to these challenges, enabling the use of blockchain-based IoT healthcare devices in low-bandwidth rural areas."
A Survey of Blockchain and Artificial Intelligence for 6G Wireless Communications,"Yiping Zuo, Jiajia Guo, Ning Gao, Yongxu Zhu, Shi Jin, Xiao Li",2023,IEEE Communications Surveys & Tutorials,"Blockchain, Computer science, Wireless network, Wireless, Computer security, Telecommunications",11,Digital Health Data Analytics & Research Methods,"In this paper, we provide a detailed survey of existing works on the application of blockchain and AI to 6G wireless communications."
The Role of Large Language Models in Medical Education: Applications and Implications,"Conrad Safranek, Anne Elizabeth Sidamon‐Eristoff, Aidan Gilson, David Chartash",2023,JMIR Medical Education,"Apprehension, Psychology, Brainstorming, Interpersonal communication, Health care, Curriculum, Pedagogy, Social psychology, Cognitive psychology, Political science, Computer science, Law, Artificial intelligence",19,Medical Data Modeling & Predictive Healthcare,"Simultaneously, we highlight key limitations of LLMs in medical education, including their insufficient ability to teach the integration of contextual and external information, comprehend sensory and nonverbal cues, cultivate rapport and interpersonal interaction, and align with overarching medical education and patient care goals."
Blockchain Meets Federated Learning in Healthcare: A Systematic Review With Challenges and Opportunities,"Raushan Myrzashova, Saeed Hamood Alsamhi, Alexey V. Shvetsov, Ammar Hawbani, Xi Wei",2023,IEEE Internet of Things Journal,"Blockchain, Computer science, Health care, Data science, Single point of failure, Pooling, Big data, Computer security, The Internet, Knowledge management, World Wide Web, Data mining, Artificial intelligence, Computer network, Economics, Economic growth",11,Digital Health Data Analytics & Research Methods,"This study integrates two emerging technologies, blockchain and FL, for healthcare."
Integrating ChatGPT in Medical Education: Adapting Curricula to Cultivate Competent Physicians for the AI Era,"Amr Jamal, Mansur Solaiman, Khalid Alhasan, Mohamad‐Hani Temsah, Gary Sayed",2023,Cureus,"Curriculum, Medicine, Adaptation (eye), Medical education, Relevance (law), Engineering ethics, Literacy, Pedagogy, Engineering, Psychology, Political science, Law, Neuroscience",15,Artificial Intelligence in Healthcare Systems,"The rapid advancements in artificial intelligence (AI) language models, particularly ChatGPT (OpenAI, San Francisco, California, United States), necessitate the adaptation of medical education curricula to cultivate competent physicians in the AI era."
The Intersection of Health Literacy and Public Health: A Machine Learning-Enhanced Bibliometric Investigation,"Benjamin Miranda Tabak, Matheus Britto Froner, Rafael Corrêa, Thiago Christiano Silva",2023,International Journal of Environmental Research and Public Health,"Intersection (aeronautics), Health literacy, Public health, Computer science, Environmental health, Data science, Medicine, Political science, Engineering, Transport engineering, Health care, Nursing, Law",1,Molecular Biology & Gene–Protein Interactions,This study aims to explore trends in this area through a bibliometric analysis.
From Google Gemini to OpenAI Q* (Q-Star): A Survey of Reshaping the Generative Artificial Intelligence (AI) Research Landscape,"Timothy R. McIntosh, Teo Sušnjak, Tong Liu, Paul Watters, Malka N. Halgamuge",2023,arXiv (Cornell University),"Generative grammar, Transformative learning, Artificial intelligence, Societal impact of nanotechnology, Computer science, Applications of artificial intelligence, Process (computing), Scalability, Management science, Data science, Engineering, Sociology, Operating system, Materials science, Pedagogy, Nanotechnology, Database",16,"Large Language Models in Healthcare (ChatGPT, LLMs)","It critically examined the current state and future trajectory of generative Artificial Intelligence (AI), exploring how innovations like Google's Gemini and the anticipated OpenAI Q* project are reshaping research priorities and applications across various domains, including an impact analysis on the generative AI research taxonomy."
Clinicians and AI use: where is the professional guidance?,"Helen Smith, John Downer, Jonathan Ives",2023,Journal of Medical Ethics,"Health care, Professional association, Public relations, Action (physics), Health professionals, Medical education, Medicine, Psychology, Political science, Law, Quantum mechanics, Physics",8,Machine Learning in Clinical Data Analysis,"While they offer guidance to aid developers and purchasers of such systems, they offer little specific guidance for the clinical users who will be required to use them in patient care.This paper argues that clinical, professional and reputational safety will be risked if this deficit of professional guidance for clinical users of AI-CDDSs is not redressed."
"ChatGPT and Similar Generative Artificial Intelligence (AI) for Smart Industry: Role, Challenges and Opportunities for Industry 4.0, Industry 5.0 and Society 5.0",Nitin Liladhar Rane,2023,SSRN Electronic Journal,"Generative grammar, Industry 4.0, Engineering, Artificial intelligence, Business, Computer science, Embedded system",9,Viral Diseases & Molecular Medicine,No abstract available
Human vs. machine-like representation in chatbot mental health counseling: the serial mediation of psychological distance and trust on compliance intention,"Gain Park, Jiyun Chung, Seyoung Lee",2023,Current Psychology,"Psychology, Compliance (psychology), Mediation, Mental health, Representation (politics), Chatbot, Social psychology, Applied psychology, Clinical psychology, Psychotherapist, World Wide Web, Computer science, Politics, Political science, Law",9,Viral Diseases & Molecular Medicine,No abstract available
